module,dataset,seed,ap,complete,error,log
rcnms,truckscenes,2027,18.3709,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rcnms_truckscenes_seed2027_gpu3.log
rcnms,truckscenes,2028,15.2784,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rcnms_truckscenes_seed2028_gpu3.log
rcnms,v2xradarv,2026,40.7606,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rcnms_v2xradarv_seed2026_gpu3.log
rcnms,v2xradarv,2027,42.9801,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rcnms_v2xradarv_seed2027_gpu3.log
rcnms,v2xradarv,2028,41.3191,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rcnms_v2xradarv_seed2028_gpu3.log
rdar,astyx,2026,32.7281,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_astyx_seed2026_gpu0.log
rdar,astyx,2027,31.422,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_astyx_seed2027_gpu0.log
rdar,astyx,2028,34.354,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_astyx_seed2028_gpu0.log
rdar,kradar,2026,51.345,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_kradar_seed2026_gpu0.log
rdar,kradar,2027,48.1767,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_kradar_seed2027_gpu0.log
rdar,kradar,2028,52.0271,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_kradar_seed2028_gpu0.log
rdar,truckscenes,2026,15.4127,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_truckscenes_seed2026_gpu1.log
rdar,truckscenes,2027,18.3845,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_truckscenes_seed2027_gpu1.log
rdar,truckscenes,2028,15.3041,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_truckscenes_seed2028_gpu1.log
rdar,v2xradarv,2026,40.7802,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_v2xradarv_seed2026_gpu2.log
rdar,v2xradarv,2027,42.9899,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_v2xradarv_seed2027_gpu2.log
rdar,v2xradarv,2028,41.3385,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rdar_v2xradarv_seed2028_gpu2.log
rpa45,astyx,2028,34.3452,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rpa45_astyx_seed2028_gpu1.log
rpa45,astyx,2028,,False,True,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rpa45_astyx_seed2028_gpu3.log
rpa45,truckscenes,2028,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rpa45_truckscenes_seed2028_gpu3.log
rpa50,astyx,2028,34.4625,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rpa50_astyx_seed2028_gpu2.log
rpa50,truckscenes,2028,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rpa50_truckscenes_seed2028_gpu2.log
rpa55,astyx,2028,34.7538,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rpa55_astyx_seed2028_gpu0.log
rpa55,truckscenes,2028,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_rpa55_truckscenes_seed2028_gpu1.log
sbd05,astyx,2028,27.5905,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd05_astyx_seed2028_gpu0.log
sbd05,astyx,2035,27.6201,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd05_astyx_seed2035_gpu3.log
sbd05,kradar,2028,43.5427,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd05_kradar_seed2028_gpu3.log
sbd05,kradar,2035,49.0161,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd05_kradar_seed2035_gpu3.log
sbd05,truckscenes,2028,14.4917,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd05_truckscenes_seed2028_gpu1.log
sbd05,v2xradarv,2028,38.1893,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd05_v2xradarv_seed2028_gpu2.log
sbd10,astyx,2028,27.1338,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_astyx_seed2028_gpu0.log
sbd10,astyx,2035,25.4402,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_astyx_seed2035_gpu0.log
sbd10,kradar,2028,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_kradar_seed2028_gpu3.log
sbd10,kradar,2035,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_kradar_seed2035_gpu0.log
sbd10,kradar,2035,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_kradar_seed2035_gpu1.log
sbd10,kradar,2035,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_kradar_seed2035_gpu2.log
sbd10,kradar,2035,48.7488,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_kradar_seed2035_gpu3.log
sbd10,truckscenes,2028,15.9806,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_truckscenes_seed2028_gpu1.log
sbd10,v2xradarv,2028,40.7341,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_v2xradarv_seed2028_gpu2.log
sbd10,v2xradarv,2035,40.3264,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd10_v2xradarv_seed2035_gpu2.log
sbd20,astyx,2028,26.3445,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd20_astyx_seed2028_gpu0.log
sbd20,astyx,2035,26.9076,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd20_astyx_seed2035_gpu0.log
sbd20,kradar,2035,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd20_kradar_seed2035_gpu2.log
sbd20,kradar,2035,45.5965,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd20_kradar_seed2035_gpu3.log
sbd20,truckscenes,2028,11.0915,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd20_truckscenes_seed2028_gpu1.log
sbd20,v2xradarv,2028,36.8358,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd20_v2xradarv_seed2028_gpu2.log
sbd20,v2xradarv,2035,39.4976,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_sbd20_v2xradarv_seed2035_gpu2.log
stable_bevgate,astyx,2026,27.4302,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_astyx_seed2026_gpu0.log
stable_bevgate,astyx,2027,28.2221,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_astyx_seed2027_gpu0.log
stable_bevgate,astyx,2028,28.4367,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_astyx_seed2028_gpu0.log
stable_bevgate,astyx,2037,26.3846,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_astyx_seed2037_gpu0.log
stable_bevgate,astyx,5623,27.456,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_astyx_seed5623_gpu0.log
stable_bevgate_dapg,astyx,2037,25.4683,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_astyx_seed2037_gpu0.log
stable_bevgate_dapg,astyx,5623,30.9132,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_astyx_seed5623_gpu0.log
stable_bevgate_dapg,astyx,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_astyx_seed5623_gpu1.log
stable_bevgate_dapg,kradar,2037,50.3516,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_kradar_seed2037_gpu3.log
stable_bevgate_dapg,kradar,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_kradar_seed5623_gpu0.log
stable_bevgate_dapg,kradar,5623,53.1729,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_kradar_seed5623_gpu3.log
stable_bevgate_dapg_msbc,astyx,2029,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_astyx_seed2029_gpu0.log
stable_bevgate_dapg_msbc,astyx,2037,27.1537,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_astyx_seed2037_gpu0.log
stable_bevgate_dapg_msbc,astyx,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_astyx_seed5623_gpu0.log
stable_bevgate_dapg_msbc,astyx,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_astyx_seed5623_gpu2.log
stable_bevgate_dapg_msbc,astyx,6001,28.1464,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_astyx_seed6001_gpu1.log
stable_bevgate_dapg_msbc,kradar,2029,,False,True,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_kradar_seed2029_gpu3.log
stable_bevgate_dapg_msbc,kradar,2037,52.8305,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_kradar_seed2037_gpu3.log
stable_bevgate_dapg_msbc,kradar,5623,,False,True,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_kradar_seed5623_gpu3.log
stable_bevgate_dapg_msbc,kradar,6001,54.485,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_kradar_seed6001_gpu3.log
stable_bevgate_dapg_msbc,truckscenes,2028,18.0674,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_truckscenes_seed2028_gpu3.log
stable_bevgate_dapg_msbc,truckscenes,2029,17.4442,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_truckscenes_seed2029_gpu1.log
stable_bevgate_dapg_msbc,truckscenes,2029,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_truckscenes_seed2029_gpu3.log
stable_bevgate_dapg_msbc,truckscenes,2037,16.9837,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_truckscenes_seed2037_gpu1.log
stable_bevgate_dapg_msbc,truckscenes,5623,18.1389,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_truckscenes_seed5623_gpu1.log
stable_bevgate_dapg_msbc,truckscenes,6001,14.9147,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_truckscenes_seed6001_gpu0.log
stable_bevgate_dapg_msbc,v2xradarv,2029,43.7446,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_v2xradarv_seed2029_gpu2.log
stable_bevgate_dapg_msbc,v2xradarv,2037,41.0152,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_v2xradarv_seed2037_gpu2.log
stable_bevgate_dapg_msbc,v2xradarv,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_v2xradarv_seed5623_gpu2.log
stable_bevgate_dapg_msbc,v2xradarv,6001,39.9655,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_msbc_v2xradarv_seed6001_gpu2.log
stable_bevgate_dapg,truckscenes,2037,17.2922,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_truckscenes_seed2037_gpu1.log
stable_bevgate_dapg,truckscenes,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_truckscenes_seed5623_gpu0.log
stable_bevgate_dapg,truckscenes,5623,13.1176,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_truckscenes_seed5623_gpu1.log
stable_bevgate_dapg,v2xradarv,2037,40.1694,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_v2xradarv_seed2037_gpu2.log
stable_bevgate_dapg,v2xradarv,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_dapg_v2xradarv_seed5623_gpu2.log
stable_bevgate,kradar,2026,52.6248,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_kradar_seed2026_gpu3.log
stable_bevgate,kradar,2027,50.0455,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_kradar_seed2027_gpu3.log
stable_bevgate,kradar,2028,47.2864,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_kradar_seed2028_gpu3.log
stable_bevgate,kradar,2036,50.1681,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_kradar_seed2036_gpu3.log
stable_bevgate,truckscenes,2026,16.7679,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_truckscenes_seed2026_gpu1.log
stable_bevgate,truckscenes,2027,12.4467,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_truckscenes_seed2027_gpu1.log
stable_bevgate,truckscenes,2028,14.5783,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_truckscenes_seed2028_gpu1.log
stable_bevgate,truckscenes,2037,13.1734,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_truckscenes_seed2037_gpu1.log
stable_bevgate,truckscenes,4519,14.8251,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_truckscenes_seed4519_gpu3.log
stable_bevgate,truckscenes,5623,14.1771,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_truckscenes_seed5623_gpu1.log
stable_bevgate,v2xradarv,2026,43.5498,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_v2xradarv_seed2026_gpu2.log
stable_bevgate,v2xradarv,2027,39.751,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_v2xradarv_seed2027_gpu2.log
stable_bevgate,v2xradarv,2028,41.1565,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_v2xradarv_seed2028_gpu2.log
stable_bevgate,v2xradarv,2037,39.7224,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_v2xradarv_seed2037_gpu2.log
stable_bevgate,v2xradarv,5623,42.2732,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_bevgate_v2xradarv_seed5623_gpu2.log
stable_four_modules,astyx,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_four_modules_astyx_seed5623_gpu1.log
stable_four_modules,astyx,5623,29.111,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_four_modules_astyx_seed5623_gpu3.log
stable_four_modules,kradar,2036,,False,True,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_four_modules_kradar_seed2036_gpu3.log
stable_four_modules,kradar,5623,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_four_modules_kradar_seed5623_gpu3.log
stable_four_modules,truckscenes,5623,0.0,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_four_modules_truckscenes_seed5623_gpu3.log
stable_four_modules,v2xradarv,5623,0.0,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_stable_four_modules_v2xradarv_seed5623_gpu3.log
swa5,kradar,2026,46.3701,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_swa5_kradar_seed2026_gpu3.log
swa5_nms050,kradar,2026,48.2534,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_swa5_nms050_kradar_seed2026_gpu3.log
taac,astyx,2026,28.2746,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_astyx_seed2026_gpu0.log
taac,astyx,2027,28.088,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_astyx_seed2027_gpu0.log
taac,astyx,2028,29.047,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_astyx_seed2028_gpu0.log
taac,astyx,2035,28.9054,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_astyx_seed2035_gpu3.log
taac,kradar,2026,58.2748,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_kradar_seed2026_gpu3.log
taac,kradar,2027,54.2558,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_kradar_seed2027_gpu3.log
taac,kradar,2028,50.8271,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_kradar_seed2028_gpu3.log
taac,kradar,2035,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_kradar_seed2035_gpu0.log
taac,kradar,2035,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_kradar_seed2035_gpu1.log
taac,kradar,2035,,False,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_kradar_seed2035_gpu2.log
taac,kradar,2035,57.1375,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_kradar_seed2035_gpu3.log
taac_rcnms,astyx,2026,33.1923,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_astyx_seed2026_gpu0.log
taac_rcnms,astyx,2027,32.9641,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_astyx_seed2027_gpu0.log
taac_rcnms,astyx,2028,33.4059,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_astyx_seed2028_gpu0.log
taac_rcnms,astyx,2028,33.4059,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_astyx_seed2028_gpu3.log
taac_rcnms,kradar,2026,58.4078,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_kradar_seed2026_gpu3.log
taac_rcnms,kradar,2027,55.105,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_kradar_seed2027_gpu0.log
taac_rcnms,kradar,2028,52.0624,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_kradar_seed2028_gpu0.log
taac_rcnms,truckscenes,2026,15.9295,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_truckscenes_seed2026_gpu1.log
taac_rcnms,truckscenes,2027,16.111,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_truckscenes_seed2027_gpu1.log
taac_rcnms,truckscenes,2028,16.9481,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_truckscenes_seed2028_gpu1.log
taac_rcnms,v2xradarv,2026,42.6179,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_v2xradarv_seed2026_gpu2.log
taac_rcnms,v2xradarv,2027,46.2454,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_v2xradarv_seed2027_gpu2.log
taac_rcnms,v2xradarv,2028,39.5602,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_rcnms_v2xradarv_seed2028_gpu2.log
taac,truckscenes,2026,15.3638,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_truckscenes_seed2026_gpu1.log
taac,truckscenes,2027,14.6201,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_truckscenes_seed2027_gpu1.log
taac,truckscenes,2028,16.0213,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_truckscenes_seed2028_gpu1.log
taac,truckscenes,2035,18.6227,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_truckscenes_seed2035_gpu1.log
taac,v2xradarv,2026,40.9544,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_v2xradarv_seed2026_gpu2.log
taac,v2xradarv,2027,45.2006,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_v2xradarv_seed2027_gpu2.log
taac,v2xradarv,2028,38.478,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_v2xradarv_seed2028_gpu2.log
taac,v2xradarv,2035,35.1768,True,False,/root/autodl-tmp/radar_champion/logs/fair_ablation/fair_taac_v2xradarv_seed2035_gpu0.log
